province,district,subdistrict,zipcode,latitude,longitude
อ่างทอง,วิเศษชัยชาญ,ไผ่ดำพัฒนา,14110,14.529,100.392
อ่างทอง,วิเศษชัยชาญ,สาวร้องไห้,14110,14.546,100.223
อ่างทอง,วิเศษชัยชาญ,ท่าช้าง,14110,14.562,100.333
อ่างทอง,วิเศษชัยชาญ,ยี่ล้น,14110,14.579,100.301
อ่างทอง,วิเศษชัยชาญ,บางจัก,14110,14.502,100.330
อ่างทอง,วิเศษชัยชาญ,ห้วยคันแหลน,14110,14.555,100.294
อ่างทอง,วิเศษชัยชาญ,คลองขนาก,14110,14.530,100.337
อ่างทอง,วิเศษชัยชาญ,ไผ่วง,14110,14.505,100.251
อ่างทอง,วิเศษชัยชาญ,สี่ร้อย,14110,14.550,100.370
อ่างทอง,วิเศษชัยชาญ,ม่วงเตี้ย,14110,14.636,100.323
อ่างทอง,วิเศษชัยชาญ,หัวตะพาน,14110,14.583,100.387
อ่างทอง,วิเศษชัยชาญ,หลักแก้ว,14110,14.517,100.289
อ่างทอง,วิเศษชัยชาญ,ตลาดใหม่,14110,14.542,100.315
อ่างทอง,สามโก้,สามโก้,14160,14.606,100.252
อ่างทอง,สามโก้,ราษฎรพัฒนา,14160,14.605,100.293
อ่างทอง,สามโก้,อบทม,14160,14.581,100.246
อ่างทอง,สามโก้,โพธิ์ม่วงพันธ์,14160,14.561,100.254
อ่างทอง,สามโก้,มงคลธรรมนิมิต,14160,14.640,100.260
ลพบุรี,เมืองลพบุรี,ทะเลชุบศร,15000,14.804,100.634
ลพบุรี,เมืองลพบุรี,ท่าหิน,15000,14.802,100.611
ลพบุรี,เมืองลพบุรี,กกโก,15000,14.767,100.684
ลพบุรี,เมืองลพบุรี,โก่งธนู,13240,14.674,100.597
ลพบุรี,เมืองลพบุรี,เขาพระงาม,15160,14.901,100.670
ลพบุรี,เมืองลพบุรี,เขาสามยอด,15000,14.830,100.671
ลพบุรี,เมืองลพบุรี,โคกกะเทียม,15160,null,null
ลพบุรี,เมืองลพบุรี,โคกลำพาน,15000,14.740,100.640
ลพบุรี,เมืองลพบุรี,โคกตูม,15210,14.866,100.817
ลพบุรี,เมืองลพบุรี,งิ้วราย,15000,14.704,100.592
ลพบุรี,เมืองลพบุรี,ดอนโพธิ์,15000,14.691,100.627
ลพบุรี,เมืองลพบุรี,ตะลุง,15000,14.737,100.601
ลพบุรี,เมืองลพบุรี,ท่าแค,15000,14.865,100.619
ลพบุรี,เมืองลพบุรี,ท่าศาลา,15000,14.792,100.671
ลพบุรี,เมืองลพบุรี,นิคมสร้างตนเอง,15000,14.824,100.732
ลพบุรี,เมืองลพบุรี,บางขันหมาก,15000,14.820,100.583
ลพบุรี,เมืองลพบุรี,บ้านข่อย,15000,14.683,100.529
ลพบุรี,เมืองลพบุรี,ท้ายตลาด,15000,14.725,100.563
ลพบุรี,เมืองลพบุรี,ป่าตาล,15000,14.778,100.640
ลพบุรี,เมืองลพบุรี,พรหมมาสตร์,15000,14.820,100.603
ลพบุรี,เมืองลพบุรี,โพธิ์เก้าต้น,15000,14.775,100.599
ลพบุรี,เมืองลพบุรี,โพธิ์ตรุ,15000,14.725,100.532
ลพบุรี,เมืองลพบุรี,สี่คลอง,15000,14.681,100.563
ลพบุรี,เมืองลพบุรี,ถนนใหญ่,15000,14.831,100.629
ลพบุรี,พัฒนานิคม,พัฒนานิคม,15140,14.896,100.966
ลพบุรี,พัฒนานิคม,ช่องสาริกา,15220,14.802,100.909
ลพบุรี,พัฒนานิคม,มะนาวหวาน,15140,14.934,101.093
ลพบุรี,พัฒนานิคม,ดีลัง,15220,14.940,100.852
ลพบุรี,พัฒนานิคม,โคกสลุง,15140,15.010,100.969
ลพบุรี,พัฒนานิคม,ชอนน้อย,15140,14.795,100.985
ลพบุรี,พัฒนานิคม,หนองบัว,15140,14.851,101.054
ลพบุรี,พัฒนานิคม,ห้วยขุนราม,18220,14.951,101.205
ลพบุรี,พัฒนานิคม,น้ำสุด,15140,14.952,101.146
ลพบุรี,โคกสำโรง,โคกสำโรง,15120,15.071,100.713
ลพบุรี,โคกสำโรง,เกาะแก้ว,15120,15.136,100.736
ลพบุรี,โคกสำโรง,ถลุงเหล็ก,15120,15.064,100.680
ลพบุรี,โคกสำโรง,หลุมข้าว,15120,15.024,100.642
ลพบุรี,โคกสำโรง,ห้วยโป่ง,15120,14.981,100.677
ลพบุรี,โคกสำโรง,คลองเกตุ,15120,14.967,100.802
ลพบุรี,โคกสำโรง,สะแกราบ,15120,15.120,100.797
ลพบุรี,โคกสำโรง,เพนียด,15120,15.036,100.812
ลพบุรี,โคกสำโรง,วังเพลิง,15120,15.062,100.841
ลพบุรี,โคกสำโรง,ดงมะรุม,15120,15.127,100.877
ลพบุรี,โคกสำโรง,วังขอนขว้าง,15120,15.023,100.697
ลพบุรี,โคกสำโรง,วังจั่น,15120,15.102,100.673
ลพบุรี,โคกสำโรง,หนองแขม,15120,15.143,100.685
ลพบุรี,ชัยบาดาล,ลำนารายณ์,15130,15.214,101.146
ลพบุรี,ชัยบาดาล,ชัยนารายณ์,15130,15.195,101.037
ลพบุรี,ชัยบาดาล,ศิลาทิพย์,15130,15.314,101.087
ลพบุรี,ชัยบาดาล,ห้วยหิน,15130,15.154,101.044
ลพบุรี,ชัยบาดาล,ม่วงค่อม,15230,15.078,101.024
ลพบุรี,ชัยบาดาล,บัวชุม,15130,15.176,101.238
ลพบุรี,ชัยบาดาล,ท่าดินดำ,15130,15.150,101.134
ลพบุรี,ชัยบาดาล,มะกอกหวาน,15230,15.059,101.077
ลพบุรี,ชัยบาดาล,ซับตะเคียน,15130,15.112,101.327
ลพบุรี,ชัยบาดาล,นาโสม,15190,15.245,101.282
ลพบุรี,ชัยบาดาล,หนองยายโต๊ะ,15130,15.220,101.264
ลพบุรี,ชัยบาดาล,เกาะรัง,15130,15.318,101.251
ลพบุรี,ชัยบาดาล,ท่ามะนาว,15130,15.187,101.162
ลพบุรี,ชัยบาดาล,นิคมลำนารายณ์,15130,15.264,101.150
ลพบุรี,ชัยบาดาล,ชัยบาดาล,15230,15.095,101.058
ลพบุรี,ชัยบาดาล,บ้านใหม่สามัคคี,15130,15.258,101.022
ลพบุรี,ชัยบาดาล,เขาแหลม,15130,15.126,100.964
ลพบุรี,ท่าวุ้ง,ท่าวุ้ง,15150,14.820,100.496
ลพบุรี,ท่าวุ้ง,บางคู้,15150,14.804,100.529
ลพบุรี,ท่าวุ้ง,โพตลาดแก้ว,15150,14.795,100.558
ลพบุรี,ท่าวุ้ง,บางลี่,15150,14.849,100.526
ลพบุรี,ท่าวุ้ง,บางงา,15150,14.850,100.492
ลพบุรี,ท่าวุ้ง,โคกสลุด,15150,14.881,100.482
ลพบุรี,ท่าวุ้ง,เขาสมอคอน,15180,14.906,100.447
ลพบุรี,ท่าวุ้ง,หัวสำโรง,15150,14.776,100.494
ลพบุรี,ท่าวุ้ง,ลาดสาลี่,15150,14.723,100.487
ลพบุรี,ท่าวุ้ง,บ้านเบิก,15150,null,null
ลพบุรี,ท่าวุ้ง,มุจลินท์,15150,14.876,100.509
ลพบุรี,บ้านหมี่,ไผ่ใหญ่,15110,15.089,100.459
ลพบุรี,บ้านหมี่,บ้านทราย,15110,15.034,100.582
ลพบุรี,บ้านหมี่,บ้านกล้วย,15110,15.016,100.578
ลพบุรี,บ้านหมี่,ดงพลับ,15110,15.059,100.630
ลพบุรี,บ้านหมี่,บ้านชี,15180,14.947,100.500
ลพบุรี,บ้านหมี่,พุคา,15110,14.953,100.598
ลพบุรี,บ้านหมี่,หินปัก,15110,15.048,100.592
ลพบุรี,บ้านหมี่,บางพึ่ง,15110,14.994,100.496
ลพบุรี,บ้านหมี่,หนองทรายขาว,15110,14.996,100.597
ลพบุรี,บ้านหมี่,บางกะพี้,15110,15.073,100.613
ลพบุรี,บ้านหมี่,หนองเต่า,15110,14.963,100.555
ลพบุรี,บ้านหมี่,โพนทอง,15110,15.040,100.559
ลพบุรี,บ้านหมี่,บางขาม,15180,14.953,100.457
ลพบุรี,บ้านหมี่,ดอนดึง,15110,15.146,100.612
ลพบุรี,บ้านหมี่,ชอนม่วง,15110,15.210,100.610
ลพบุรี,บ้านหมี่,หนองกระเบียน,15110,15.148,100.534
ลพบุรี,บ้านหมี่,สายห้วยแก้ว,15110,15.095,100.509
ลพบุรี,บ้านหมี่,มหาสอน,15110,15.021,100.484
ลพบุรี,บ้านหมี่,บ้านหมี่,15110,null,null
ลพบุรี,บ้านหมี่,เชียงงา,15110,null,null
ลพบุรี,บ้านหมี่,หนองเมือง,15110,15.124,100.569
ลพบุรี,บ้านหมี่,สนามแจง,15110,15.008,100.538
ลพบุรี,ท่าหลวง,ท่าหลวง,15230,15.071,101.117
ลพบุรี,ท่าหลวง,แก่งผักกูด,15230,15.014,101.085
ลพบุรี,ท่าหลวง,ซับจำปา,15230,15.026,101.228
ลพบุรี,ท่าหลวง,หนองผักแว่น,15230,15.119,101.216
ลพบุรี,ท่าหลวง,ทะเลวังวัด,15230,15.023,101.184
ลพบุรี,ท่าหลวง,หัวลำ,15230,15.029,101.292
ลพบุรี,สระโบสถ์,สระโบสถ์,15240,15.224,100.846
ลพบุรี,สระโบสถ์,มหาโพธิ,15240,15.289,100.861
ลพบุรี,สระโบสถ์,ทุ่งท่าช้าง,15240,15.169,100.817
ลพบุรี,สระโบสถ์,ห้วยใหญ่,15240,15.169,100.793
ลพบุรี,สระโบสถ์,นิยมชัย,15240,15.183,100.904
ลพบุรี,โคกเจริญ,โคกเจริญ,15250,15.408,100.777
ลพบุรี,โคกเจริญ,ยางราก,15250,15.366,100.935
ลพบุรี,โคกเจริญ,หนองมะค่า,15250,15.515,100.839
ลพบุรี,โคกเจริญ,วังทอง,15250,15.469,100.811
ลพบุรี,โคกเจริญ,โคกแสมสาร,15250,15.344,100.850
ลพบุรี,ลำสนธิ,ลำสนธิ,15190,15.341,101.362
ลพบุรี,ลำสนธิ,ซับสมบูรณ์,15190,15.193,101.354
ลพบุรี,ลำสนธิ,หนองรี,15190,15.282,101.319
ลพบุรี,ลำสนธิ,กุดตาเพชร,15190,15.523,101.346
ลพบุรี,ลำสนธิ,เขารวก,15190,15.374,101.330
ลพบุรี,ลำสนธิ,เขาน้อย,15130,15.112,101.387
ลพบุรี,หนองม่วง,หนองม่วง,15170,15.230,100.664
ลพบุรี,หนองม่วง,บ่อทอง,15170,15.293,100.652
ลพบุรี,หนองม่วง,ดงดินแดง,15170,15.385,100.679
ลพบุรี,หนองม่วง,ชอนสมบูรณ์,15170,15.288,100.763
ลพบุรี,หนองม่วง,ยางโทน,15170,15.248,100.702
ลพบุรี,หนองม่วง,ชอนสารเดช,15170,15.195,100.709
สิงห์บุรี,เมืองสิงห์บุรี,บางพุทรา,16000,14.890,100.404
สิงห์บุรี,เมืองสิงห์บุรี,บางมัญ,16000,14.916,100.400
สิงห์บุรี,เมืองสิงห์บุรี,โพกรวม,16000,14.944,100.394
สิงห์บุรี,เมืองสิงห์บุรี,ม่วงหมู่,16000,14.869,100.432
สิงห์บุรี,เมืองสิงห์บุรี,หัวไผ่,16000,14.965,100.429
สิงห์บุรี,เมืองสิงห์บุรี,ต้นโพธิ์,16000,14.869,100.398
สิงห์บุรี,เมืองสิงห์บุรี,จักรสีห์,16000,14.836,100.398
สิงห์บุรี,เมืองสิงห์บุรี,บางกระบือ,16000,14.907,100.363
สิงห์บุรี,บางระจัน,สิงห์,16130,14.890,100.338
สิงห์บุรี,บางระจัน,ไม้ดัด,16130,14.858,100.345
สิงห์บุรี,บางระจัน,เชิงกลัด,16130,14.910,100.269
สิงห์บุรี,บางระจัน,โพชนไก่,16130,14.929,100.292
สิงห์บุรี,บางระจัน,แม่ลา,16130,14.941,100.319
สิงห์บุรี,บางระจัน,บ้านจ่า,16130,14.852,100.284
สิงห์บุรี,บางระจัน,พักทัน,16130,14.924,100.220
สิงห์บุรี,บางระจัน,สระแจง,16130,14.873,100.235
สิงห์บุรี,ค่ายบางระจัน,โพทะเล,16150,14.829,100.257
สิงห์บุรี,ค่ายบางระจัน,บางระจัน,16150,14.799,100.296
สิงห์บุรี,ค่ายบางระจัน,โพสังโฆ,16150,14.833,100.349
สิงห์บุรี,ค่ายบางระจัน,ท่าข้าม,16150,14.827,100.368
สิงห์บุรี,ค่ายบางระจัน,คอทราย,16150,14.817,100.281
สิงห์บุรี,ค่ายบางระจัน,หนองกระทุ่ม,16150,14.820,100.225
สิงห์บุรี,พรหมบุรี,พระงาม,16120,14.748,100.422
สิงห์บุรี,พรหมบุรี,พรหมบุรี,16160,14.837,100.451
สิงห์บุรี,พรหมบุรี,บางน้ำเชี่ยว,16120,14.783,100.458
สิงห์บุรี,พรหมบุรี,บ้านหม้อ,16120,14.746,100.461
สิงห์บุรี,พรหมบุรี,บ้านแป้ง,16120,14.811,100.458
สิงห์บุรี,พรหมบุรี,หัวป่า,16120,14.831,100.425
สิงห์บุรี,พรหมบุรี,โรงช้าง,16120,14.801,100.425
สิงห์บุรี,ท่าช้าง,ถอนสมอ,16140,14.765,100.384
สิงห์บุรี,ท่าช้าง,โพประจักษ์,16140,14.774,100.360
สิงห์บุรี,ท่าช้าง,วิหารขาว,16140,14.801,100.409
สิงห์บุรี,ท่าช้าง,พิกุลทอง,16140,14.772,100.410
สิงห์บุรี,อินทร์บุรี,อินทร์บุรี,16110,15.009,100.329
สิงห์บุรี,อินทร์บุรี,ประศุก,16110,15.042,100.291
สิงห์บุรี,อินทร์บุรี,ทับยา,16110,14.960,100.334
สิงห์บุรี,อินทร์บุรี,งิ้วราย,16110,14.988,100.389
สิงห์บุรี,อินทร์บุรี,ชีน้ำร้าย,16110,15.081,100.331
สิงห์บุรี,อินทร์บุรี,ท่างาม,16110,15.041,100.343
สิงห์บุรี,อินทร์บุรี,น้ำตาล,16110,14.976,100.361
สิงห์บุรี,อินทร์บุรี,ทองเอน,16110,15.046,100.385
สิงห์บุรี,อินทร์บุรี,ห้วยชัน,16110,15.019,100.269
สิงห์บุรี,อินทร์บุรี,โพธิ์ชัย,16110,15.027,100.439
ชัยนาท,เมืองชัยนาท,ในเมือง,17000,15.181,100.127
ชัยนาท,เมืองชัยนาท,บ้านกล้วย,17000,15.182,100.153
ชัยนาท,เมืองชัยนาท,ท่าชัย,17000,15.163,100.113
ชัยนาท,เมืองชัยนาท,ชัยนาท,17000,15.129,100.151
ชัยนาท,เมืองชัยนาท,เขาท่าพระ,17000,15.218,100.134
ชัยนาท,เมืองชัยนาท,หาดท่าเสา,17000,15.200,100.079
ชัยนาท,เมืองชัยนาท,ธรรมามูล,17000,15.264,100.133
ชัยนาท,เมืองชัยนาท,เสือโฮก,17000,15.238,100.224
ชัยนาท,เมืองชัยนาท,นางลือ,17000,15.122,100.082
ชัยนาท,มโนรมย์,คุ้งสำเภา,17110,15.291,100.091
ชัยนาท,มโนรมย์,วัดโคก,17110,15.326,100.107
ชัยนาท,มโนรมย์,ศิลาดาน,17110,15.354,100.122
ชัยนาท,มโนรมย์,ท่าฉนวน,17110,15.379,100.138
ชัยนาท,มโนรมย์,หางน้ำสาคร,17170,15.292,100.146
ชัยนาท,มโนรมย์,ไร่พัฒนา,17170,15.333,100.225
ชัยนาท,มโนรมย์,อู่ตะเภา,17170,15.274,100.219
ชัยนาท,วัดสิงห์,วัดสิงห์,17120,15.263,100.041
ชัยนาท,วัดสิงห์,มะขามเฒ่า,17120,15.227,100.040
ชัยนาท,วัดสิงห์,หนองน้อย,17120,15.177,100.015
ชัยนาท,วัดสิงห์,หนองบัว,17120,15.283,100.013
ชัยนาท,วัดสิงห์,หนองขุ่น,17120,15.235,99.970
ชัยนาท,วัดสิงห์,บ่อแร่,17120,15.283,99.958
ชัยนาท,วัดสิงห์,วังหมัน,17120,15.171,99.916
ชัยนาท,สรรพยา,สรรพยา,17150,15.128,100.233
ชัยนาท,สรรพยา,ตลุก,17150,15.195,100.198
ชัยนาท,สรรพยา,เขาแก้ว,17150,15.142,100.316
ชัยนาท,สรรพยา,โพนางดำตก,17150,15.084,100.272
ชัยนาท,สรรพยา,โพนางดำออก,17150,15.120,100.283
ชัยนาท,สรรพยา,บางหลวง,17150,15.143,100.197
ชัยนาท,สรรพยา,หาดอาษา,17150,15.165,100.262
ชัยนาท,สรรคบุรี,แพรกศรีราชา,17140,15.062,100.107
ชัยนาท,สรรคบุรี,เที่ยงแท้,17140,15.089,100.161
ชัยนาท,สรรคบุรี,ห้วยกรด,17140,15.096,100.203
ชัยนาท,สรรคบุรี,โพงาม,17140,14.995,100.249
ชัยนาท,สรรคบุรี,บางขุด,17140,14.991,100.194
ชัยนาท,สรรคบุรี,ดงคอน,17140,14.976,100.135
ชัยนาท,สรรคบุรี,ดอนกำ,17140,14.966,100.236
ชัยนาท,สรรคบุรี,ห้วยกรดพัฒนา,17140,15.074,100.228
ชัยนาท,หันคา,หันคา,17130,15.016,99.998
ชัยนาท,หันคา,บ้านเชี่ยน,17130,14.942,99.997
ชัยนาท,หันคา,ไพรนกยูง,17130,15.081,99.856
ชัยนาท,หันคา,หนองแซง,17160,15.107,99.973
ชัยนาท,หันคา,ห้วยงู,17160,15.072,100.067
ชัยนาท,หันคา,วังไก่เถื่อน,17130,15.004,100.056
ชัยนาท,หันคา,เด่นใหญ่,17130,15.017,99.930
ชัยนาท,หันคา,สามง่ามท่าโบสถ์,17160,15.065,100.026
ชัยนาท,หนองมะโมง,หนองมะโมง,17120,15.216,99.772
ชัยนาท,หนองมะโมง,วังตะเคียน,17120,15.278,99.802
ชัยนาท,หนองมะโมง,สะพานหิน,17120,15.197,99.827
ชัยนาท,หนองมะโมง,กุดจอก,17120,15.241,99.894
ชัยนาท,เนินขาม,เนินขาม,17130,14.957,99.901
ชัยนาท,เนินขาม,กะบกเตี้ย,17130,15.036,99.816
ชัยนาท,เนินขาม,สุขเดือนห้า,17130,14.968,99.828
สระบุรี,เมืองสระบุรี,ปากเพรียว,18000,14.527,100.915
สระบุรี,เมืองสระบุรี,ดาวเรือง,18000,14.563,100.901
สระบุรี,เมืองสระบุรี,นาโฉง,18000,14.529,100.886
สระบุรี,เมืองสระบุรี,โคกสว่าง,18000,14.510,100.886
สระบุรี,เมืองสระบุรี,หนองโน,18000,14.489,100.861
สระบุรี,เมืองสระบุรี,หนองยาว,18000,14.472,100.890
สระบุรี,เมืองสระบุรี,ปากข้าวสาร,18000,14.490,100.913
สระบุรี,เมืองสระบุรี,หนองปลาไหล,18000,14.456,100.962
สระบุรี,เมืองสระบุรี,กุดนกเปล้า,18000,14.502,100.976
สระบุรี,เมืองสระบุรี,ตลิ่งชัน,18000,14.544,100.956
สระบุรี,เมืองสระบุรี,ตะกุด,18000,14.553,100.933
สระบุรี,แก่งคอย,แก่งคอย,18110,14.586,101.002
สระบุรี,แก่งคอย,ทับกวาง,18260,14.605,101.095
สระบุรี,แก่งคอย,ตาลเดี่ยว,18110,14.552,101.015
สระบุรี,แก่งคอย,ห้วยแห้ง,18110,14.477,101.004
สระบุรี,แก่งคอย,ท่าคล้อ,18110,14.712,100.993
สระบุรี,แก่งคอย,หินซ้อน,18110,14.753,101.033
สระบุรี,แก่งคอย,บ้านธาตุ,18110,14.626,100.997
สระบุรี,แก่งคอย,บ้านป่า,18110,14.622,101.029
สระบุรี,แก่งคอย,ท่าตูม,18110,14.662,100.993
สระบุรี,แก่งคอย,ชะอม,18110,14.418,101.134
สระบุรี,แก่งคอย,สองคอน,18110,14.636,100.968
สระบุรี,แก่งคอย,เตาปูน,18110,14.603,100.956
สระบุรี,แก่งคอย,ชำผักแพว,18110,14.529,101.090
สระบุรี,แก่งคอย,ท่ามะปราง,18110,14.483,101.103
สระบุรี,หนองแค,หนองแค,18140,14.337,100.869
สระบุรี,หนองแค,กุ่มหัก,18140,14.312,100.863
สระบุรี,หนองแค,คชสิทธิ์,18250,14.391,100.807
สระบุรี,หนองแค,โคกตูม,18250,14.421,100.784
สระบุรี,หนองแค,โคกแย้,18230,14.387,100.928
สระบุรี,หนองแค,บัวลอย,18230,14.404,100.851
สระบุรี,หนองแค,ไผ่ต่ำ,18140,14.326,100.834
สระบุรี,หนองแค,โพนทอง,18250,14.425,100.813
สระบุรี,หนองแค,ห้วยขมิ้น,18230,14.381,100.871
สระบุรี,หนองแค,ห้วยทราย,18230,14.420,100.933
สระบุรี,หนองแค,หนองไข่น้ำ,18140,14.360,100.878
สระบุรี,หนองแค,หนองแขม,18140,14.339,100.797
สระบุรี,หนองแค,หนองจิก,18230,14.441,100.866
สระบุรี,หนองแค,หนองจรเข้,18140,14.334,100.907
สระบุรี,หนองแค,หนองนาก,18230,14.444,100.891
สระบุรี,หนองแค,หนองปลาหมอ,18140,14.369,100.845
สระบุรี,หนองแค,หนองปลิง,18140,14.370,100.829
สระบุรี,หนองแค,หนองโรง,18140,14.279,100.865
สระบุรี,วิหารแดง,หนองหมู,18150,14.288,100.932
สระบุรี,วิหารแดง,บ้านลำ,18150,14.391,100.979
สระบุรี,วิหารแดง,คลองเรือ,18150,14.366,101.032
สระบุรี,วิหารแดง,วิหารแดง,18150,14.313,100.990
สระบุรี,วิหารแดง,หนองสรวง,18150,14.340,100.983
สระบุรี,วิหารแดง,เจริญธรรม,18150,14.387,101.006
สระบุรี,หนองแซง,หนองแซง,18170,14.510,100.759
สระบุรี,หนองแซง,หนองควายโซ,18170,14.487,100.795
สระบุรี,หนองแซง,หนองหัวโพ,18170,14.483,100.817
สระบุรี,หนองแซง,หนองสีดา,18170,14.515,100.841
สระบุรี,หนองแซง,หนองกบ,18170,14.456,100.776
สระบุรี,หนองแซง,ไก่เส่า,18170,14.516,100.793
สระบุรี,หนองแซง,โคกสะอาด,18170,14.456,100.802
สระบุรี,หนองแซง,ม่วงหวาน,18170,14.476,100.836
สระบุรี,หนองแซง,เขาดิน,18170,null,null
สระบุรี,บ้านหมอ,บ้านหมอ,18130,14.616,100.724
สระบุรี,บ้านหมอ,บางโขมด,18130,14.591,100.742
สระบุรี,บ้านหมอ,สร่างโศก,18130,14.622,100.754
สระบุรี,บ้านหมอ,ตลาดน้อย,18130,14.643,100.716
สระบุรี,บ้านหมอ,หรเทพ,18130,14.628,100.670
สระบุรี,บ้านหมอ,โคกใหญ่,18130,14.606,100.677
สระบุรี,บ้านหมอ,ไผ่ขวาง,18130,14.579,100.648
สระบุรี,บ้านหมอ,บ้านครัว,18270,14.584,100.767
สระบุรี,บ้านหมอ,หนองบัว,18130,14.618,100.774
สระบุรี,ดอนพุด,ดอนพุด,18210,14.596,100.621
สระบุรี,ดอนพุด,ไผ่หลิ่ว,18210,14.625,100.632
สระบุรี,ดอนพุด,บ้านหลวง,18210,14.571,100.620
สระบุรี,ดอนพุด,ดงตะงาว,18210,14.624,100.599
สระบุรี,หนองโดน,หนองโดน,18190,14.688,100.693
สระบุรี,หนองโดน,บ้านกลับ,18190,14.730,100.684
สระบุรี,หนองโดน,ดอนทอง,18190,14.664,100.654
สระบุรี,หนองโดน,บ้านโปร่ง,18190,14.716,100.734
สระบุรี,พระพุทธบาท,พระพุทธบาท,18120,14.732,100.782
สระบุรี,พระพุทธบาท,ขุนโขลน,18120,14.713,100.831
สระบุรี,พระพุทธบาท,ธารเกษม,18120,14.763,100.812
สระบุรี,พระพุทธบาท,นายาว,18120,14.768,100.763
สระบุรี,พระพุทธบาท,พุคำจาน,18120,14.744,100.847
สระบุรี,พระพุทธบาท,เขาวง,18120,14.679,100.830
สระบุรี,พระพุทธบาท,ห้วยป่าหวาย,18120,14.638,100.830
สระบุรี,พระพุทธบาท,พุกร่าง,18120,14.682,100.784
สระบุรี,พระพุทธบาท,หนองแก,18120,null,null
สระบุรี,เสาไห้,เสาไห้,18160,14.538,100.850
สระบุรี,เสาไห้,บ้านยาง,18160,14.582,100.816
สระบุรี,เสาไห้,หัวปลวก,18160,14.615,100.844
สระบุรี,เสาไห้,งิ้วงาม,18160,14.590,100.851
สระบุรี,เสาไห้,ศาลารีไทย,18160,14.565,100.848
สระบุรี,เสาไห้,ต้นตาล,18160,14.574,100.885
สระบุรี,เสาไห้,ท่าช้าง,18160,14.586,100.863
สระบุรี,เสาไห้,พระยาทด,18160,14.572,100.871
สระบุรี,เสาไห้,ม่วงงาม,18160,14.544,100.807
สระบุรี,เสาไห้,เริงราง,18160,14.558,100.786
สระบุรี,เสาไห้,เมืองเก่า,18160,14.540,100.825
สระบุรี,เสาไห้,สวนดอกไม้,18160,14.540,100.868
สระบุรี,มวกเหล็ก,มวกเหล็ก,18180,14.705,101.151
สระบุรี,มวกเหล็ก,มิตรภาพ,18180,14.474,101.213
สระบุรี,มวกเหล็ก,หนองย่างเสือ,18180,14.789,101.270
สระบุรี,มวกเหล็ก,ลำสมพุง,30130,15.007,101.381
สระบุรี,มวกเหล็ก,ลำพญากลาง,30130,14.871,101.367
สระบุรี,มวกเหล็ก,ซับสนุ่น,18220,14.932,101.309
สระบุรี,วังม่วง,แสลงพัน,18220,14.745,101.116
สระบุรี,วังม่วง,คำพราน,18220,14.818,101.132
สระบุรี,วังม่วง,วังม่วง,18220,14.861,101.151
สระบุรี,เฉลิมพระเกียรติ,เขาดินพัฒนา,18000,14.612,100.906
สระบุรี,เฉลิมพระเกียรติ,บ้านแก้ง,18000,14.582,100.936
สระบุรี,เฉลิมพระเกียรติ,ผึ้งรวง,18000,14.607,100.931
สระบุรี,เฉลิมพระเกียรติ,พุแค,18240,14.656,100.905
สระบุรี,เฉลิมพระเกียรติ,ห้วยบง,18000,14.626,100.877
สระบุรี,เฉลิมพระเกียรติ,หน้าพระลาน,18240,14.713,100.904
ชลบุรี,เมืองชลบุรี,บางปลาสร้อย,20000,13.364,100.987
ชลบุรี,เมืองชลบุรี,มะขามหย่ง,20000,13.372,100.985
ชลบุรี,เมืองชลบุรี,บ้านโขด,20000,13.376,100.990
ชลบุรี,เมืองชลบุรี,แสนสุข,20130,13.274,100.928
ชลบุรี,เมืองชลบุรี,บ้านสวน,20000,13.347,100.977
ชลบุรี,เมืองชลบุรี,หนองรี,20000,13.307,101.057
ชลบุรี,เมืองชลบุรี,นาป่า,20000,13.385,101.030
ชลบุรี,เมืองชลบุรี,หนองข้างคอก,20000,13.305,101.006
ชลบุรี,เมืองชลบุรี,ดอนหัวฬ่อ,20000,13.421,101.044
ชลบุรี,เมืองชลบุรี,หนองไม้แดง,20000,13.406,101.003
ชลบุรี,เมืองชลบุรี,บางทราย,20000,13.393,100.996
ชลบุรี,เมืองชลบุรี,คลองตำหรุ,20000,13.441,100.982
ชลบุรี,เมืองชลบุรี,เหมือง,20130,13.263,100.959
ชลบุรี,เมืองชลบุรี,บ้านปึก,20130,13.302,100.928
ชลบุรี,เมืองชลบุรี,ห้วยกะปิ,20000,13.304,100.968
ชลบุรี,เมืองชลบุรี,เสม็ด,20000,13.326,100.951
ชลบุรี,เมืองชลบุรี,อ่างศิลา,20000,13.325,100.929
ชลบุรี,เมืองชลบุรี,สำนักบก,20000,13.368,101.061
ชลบุรี,บ้านบึง,บ้านบึง,20170,13.297,101.107
ชลบุรี,บ้านบึง,คลองกิ่ว,20220,13.225,101.107
ชลบุรี,บ้านบึง,มาบไผ่,20170,13.359,101.093
ชลบุรี,บ้านบึง,หนองซ้ำซาก,20170,13.330,101.072
ชลบุรี,บ้านบึง,หนองบอนแดง,20170,13.353,101.159
ชลบุรี,บ้านบึง,หนองชาก,20170,13.298,101.172
ชลบุรี,บ้านบึง,หนองอิรุณ,20220,13.280,101.247
ชลบุรี,บ้านบึง,หนองไผ่แก้ว,20220,13.213,101.246
ชลบุรี,หนองใหญ่,หนองใหญ่,20190,13.153,101.375
ชลบุรี,หนองใหญ่,คลองพลู,20190,13.115,101.476
